;;;;;;;;;;;;;x
PLS;Palestine;;;;;;;;;;;;;x
PLS_ADJ;Palestinian;;;;;;;;;;;;;x
PLS_reactionary;Al Raj'i;;;;;;;;;;;;;x
PLS_conservative;Al Muhafidh;;;;;;;;;;;;;x
PLS_liberal;Al Mutaharir;;;;;;;;;;;;;x
PLS_anarcho_liberal;Al Anarkiliberali;;;;;;;;;;;;;x
PLS_socialist;Al Ishtiraki;;;;;;;;;;;;;x
PLS_communist;Al Shiu'i;;;;;;;;;;;;;x
PLS_fascist;Al Fashi;;;;;;;;;;;;;x
PLU;Palau;Palau;Palau;;;;;;;;;;;;x
PLU_ADJ;Palauan;Palauan;Palauan;;;;;;;;;;;;x
PML;Pomerelia;;;;;;;;;;;;;x
PML_ADJ;Pomerelian;;;;;;;;;;;;;x
PNJ;Panjab;Pendjab;Pandschab;;Punjab;;;;;;;;;;x;;;;;;;;;;
PNJ_ADJ;Panjabi;Penjabi;Pundschabisch;;;;;;;;;;;;x;;;;;;;;;;
PNJ_conservative;Khalsa;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;
PNJ_liberal;Fauj-i-Khas;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;
PNJ_reactionary;Misls;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;
PNJ_anarcho_liberal;The Radical Faction;Faction radicale;Die radikale Fraktion;;;;;;;;;;;;x;;;;;;;;;;
PNJ_socialist;The Socialist Faction;Faction socialiste;Die sozialistische Fraktion;;;;;;;;;;;;x;;;;;;;;;;
PNJ_communist;The Communist Faction;Faction communiste;Die kommunistische Fraktion;;;;;;;;;;;;x;;;;;;;;;;
PNJ_fascist;The Fascist Faction;Faction fasciste;Die faschistische Fraktion;;;;;;;;;;;;x;;;;;;;;;;
PNJ_absolute_monarchy;Sikh Empire;;;;;;;;;;;;x
PNJ_prussian_constitutionalism;Sikh Empire;;;;;;;;;;;;x
PNJ_absolute_monarchy_ADJ;Sikh;;;;;;;;;;;;x
PNJ_prussian_constitutionalism_ADJ;Sikh;;;;;;;;;;;;x
PNJ_fascist_dictatorship;Khalistan;;;;;;;;;;;;x
PNJ_fascist_dictatorship_ADJ;Khalistani;;;;;;;;;;;;x
PNP;Pohnpei;Pohnpei;Pohnpei;;;;;;;;;;;;x
PNP_ADJ;Pohnpeian;Pohnpeian;Pohnpeian;;;;;;;;;;;;x
PRI;Puerto Rico;Puerto Rico;Puerto Rico;;Puerto Rico;;;;;;;;;x
PRI_ADJ;Puerto Rican;Puerto Ricain;?;;?;;;;;;;;;x
PRI_liberal;Partido Liberal;Partido Liberal;Partido Liberal;;;;;;;;;;;x
PRI_socialist;Partido Socialista;Partido Socialista;Partido Socialista;;;;;;;;;;;x
PRI_conservative;Partido Estadista Republicano;Partido Estadista Republicano;Partido Estadista Republicano;;;;;;;;;;;x
PRI_anarcho_liberal;Partido Anarchista;Partido Anarchista;Partido Anarchista;;;;;;;;;;;x
PRI_communist;Partido Comunista;Partido Comunista;Partido Comunista;;;;;;;;;;;x
PRI_fascist;Partido Nacionalista;Partido Nacionalista;Partido Nacionalista;;;;;;;;;;;x
PRI_reactionary;UniÛn Republicana;UniÛn Republicana;UniÛn Republicana;;;;;;;;;;;x
PTG;Patagonia;;;;;;;;;;;;x
PTG_ADJ;Patagonian;;;;;;;;;;;;x
PTG_conservative;Royal Faction;;;;;;;;;;;;x
PTG_liberal;The Liberal Faction;;;;;;;;;;;;x
PTG_reactionary;The Nationalist Faction;;;;;;;;;;;;x
PTG_anarcho_liberal;The Radical Faction;;;;;;;;;;;;x
PTG_socialist;The Socialist Faction;;;;;;;;;;;;x
PTG_communist;The Communist Faction;;;;;;;;;;;;x
PTG_fascist;The Fascist Faction;;;;;;;;;;;;x
PZN;Poznan;Poznan;Poznan;;Poznan;;;;;;;;;;x;;;;;;;;;;
PZN_ADJ;Poznan;Poznan;Poznan;;Poznan;;;;;;;;;;x;;;;;;;;;;
QLD;Queensland;Queensland;Queensland;;;;;;;;;;;x
QLD_ADJ;Queenslander;Queenslander;Queenslander;;;;;;;;;;;x
QLD_conservative;Conservative Faction;Conservative Faction;Conservative Faction;;;;;;;;;;;x
QLD_conservative_1;Nationalist Party;Nationalist Party;Nationalist Party;;;;;;;;;;;x
QLD_conservative_2;United Party;United Party;United Party;;;;;;;;;;;x
QLD_conservative_3;Country & Progressive National Party;Country & Progressive National Party;Country & Progressive National Party;;;;;;;;;;;x
QLD_liberal;Liberal Faction;Liberal Faction;Liberal Faction;;;;;;;;;;;x
QLD_liberal_1;Liberal Party;Liberal Party;Liberal Party;;;;;;;;;;;x
QLD_socialist;Labour Faction;Labour Faction;Labour Faction;;;;;;;;;;;x
QLD_socialist_1;Labor Party;Labor Party;Labor Party;;;;;;;;;;;x
QLD_communist;Communist Party;Communist Party;Communist Party;;;;;;;;;;;x
QLD_reactionary;Radical Nationalists;Radical Nationalists;Radical Nationalists;;;;;;;;;;;x
QLD_reactionary_2;Queensland Farmers Union;Queensland Farmers Union;Queensland Farmers Union;;;;;;;;;;;x
QLD_reactionary_3;Country Party;Country Party;Country Party;;;;;;;;;;;x
QLD_anarcho_liberal;Radical Liberals;Radical Liberals;Radical Liberals;;;;;;;;;;;x
QLD_fascist;Fascist Party;Fascist Party;Fascist Party;;;;;;;;;;;x
QNG;Qing China;;;;;;;;;;;;;x
QNG_ADJ;Qing;;;;;;;;;;;;;x
QNG_absolute_monarchy;Great Qing Empire;;;;;;;;;;;;;x
QNG_prussian_constitutionalism;Qing Empire;;;;;;;;;;;;;x
QNG_hms_government;Qing Empire;;;;;;;;;;;;;x
RAJ;Rajputana;;;;;;;;;;;;x
RAJ_ADJ;Rajput;;;;;;;;;;;;x
RAJ_democracy;Rajasthan;;;;;;;;;;;;x
RAJ_democracy_ADJ;Rajasthani;;;;;;;;;;;;x
RAJ_proletarian_dictatorship;Rajasthan;;;;;;;;;;;;x
RAJ_proletarian_dictatorship_ADJ;Rajasthani;;;;;;;;;;;;x
RAJ_fascist_dictatorship;Rajasthan;;;;;;;;;;;;x
RAJ_fascist_dictatorship_ADJ;Rajasthani;;;;;;;;;;;;x
RAJ_bourgeois_dictatorship;Rajasthan;;;;;;;;;;;;x
RAJ_bourgeois_dictatorship_ADJ;Rajasthani;;;;;;;;;;;;x
RGR;Rio Grande;;;;;;;;;;;;;x
RGR_fascist_dictatorship;Rio Bravo;;;;;;;;;;;;;x
RGR_ADJ;Riograndese;;;;;;;;;;;;;x
RGR_conservative;Partido Conservador;Partido Conservador;Partido Conservador;;;;;;;;;;;;x;;;;;;;;;;
RGR_liberal;Partido Liberal;Partido Liberal;Partido Liberal;;;;;;;;;;;;x;;;;;;;;;;
RGR_anarcho_liberal;Partido Federalista;Partido Federalista;Partido Federalista;;;;;;;;;;;;x;;;;;;;;;;
RGR_conservative_2;Partido Moderado Liberal;Partido Moderado Liberal;Partido Moderado Liberal;;;;;;;;;;;;x;;;;;;;;;;
RGR_liberal_2;Partido Radical Liberal;Partido Radical Liberal;Partido Radical Liberal;;;;;;;;;;;;x;;;;;;;;;;
RGR_liberal_3;Partido Progresista;Partido Progresista;Partido Progresista;;;;;;;;;;;;x;;;;;;;;;;
RGR_conservative_3;Partido Constitucionalista;Partido Constitucionalista;Partido Constitucionalista;;;;;;;;;;;;x;;;;;;;;;;
RGR_liberal_4;Partido Antireelecionista;Partido Antireelecionista;Partido Antireelecionista;;;;;;;;;;;;x;;;;;;;;;;
RGR_reactionary;Partido Imperialista;Partido Imperialista;Partido Imperialista;;;;;;;;;;;;x;;;;;;;;;;
RGR_socialist;Partido Socialist;Partido socialiste;Partido Socialist;;;;;;;;;;;;x;;;;;;;;;;
RGR_communist;Partido Communist;Partido communiste;Partido Communist;;;;;;;;;;;;x;;;;;;;;;;
RGR_fascist;Partido Fascist;Partido fasciste;Partido Fascist;;;;;;;;;;;;x;;;;;;;;;;
RGS;Rio Grande do Sul;;;;;;;;;;;;;x
RGS_ADJ;Riograndense;;;;;;;;;;;;;x
RGS_conservative;Partido Republicano;;;;;;;;;;;;;x
RGS_liberal;Partido Federalista;;;;;;;;;;;;;x
RGS_socialist;Colorados;;;;;;;;;;;;;x
RGS_communist;Partido Popular;;;;;;;;;;;;;x
RGS_reactionary;Partido Gaucho;;;;;;;;;;;;;x
RGS_anarcho_liberal;Partido Libertador;;;;;;;;;;;;;x
RGS_fascist;Partido dos Pampas;;;;;;;;;;;;;x
RGS_fascist_dictatorship;Pampas;;;;;;;;;;;;;x
RHI;Rhineland;RhÈnanie;Rheinland;;Rhineland;;;;;;;;;x
RHI_ADJ;Rhinelander;RhÈnan;Rheinlander;;Rhinelander;;;;;;;;;x
RHI_liberal;Liberaldem Partei;Liberaldem. Partei;Liberaldem. Partei;;;;;;;;;;;;x;;;;;;;;;;
RHI_conservative;Zentrumspartei;Zentrumspartei;Zentrumspartei;;;;;;;;;;;;x;;;;;;;;;;
RHI_liberal_2;Nationalliberale ;Nationalliberale ;Nationalliberale ;;;;;;;;;;;;x;;;;;;;;;;
RHI_liberal_3;Freisinnige Partei;Freisinnige Partei;Freisinnige Partei;;;;;;;;;;;;x;;;;;;;;;;
RHI_socialist;Deutscher Arbeiterverein;Deutscher Arbeiterverein;Deutscher Arbeiterverein;;;;;;;;;;;;x;;;;;;;;;;
RHI_socialist_2;Sozialdem Arbeiterpartei ;Sozialdem. Arbeiterpartei ;Sozialdem. Arbeiterpartei ;;;;;;;;;;;;x;;;;;;;;;;
RHI_socialist_3;Sozial Arbeiterpartei ;Sozial. Arbeiterpartei ;Sozial. Arbeiterpartei ;;;;;;;;;;;;x;;;;;;;;;;
RHI_reactionary;Nationale Partei;Nationale Partei;Nationale Partei;;;;;;;;;;;;x;;;;;;;;;;
RHI_conservative_2;Konservative Partei;Konservative Partei;Konservative Partei;;;;;;;;;;;;x;;;;;;;;;;
RHI_conservative_3;Christsoz. Arbeiterpartei;Christsoz. Arbeiterpartei;Christsoz. Arbeiterpartei;;;;;;;;;;;;x;;;;;;;;;;
RHI_anarcho_liberal;Radical Arbeiterpartei;Arbeiterpartei radical;Radikale Arbeiterpartei;;;;;;;;;;;;x;;;;;;;;;;
RHI_communist;Communist Arbeiterpartei;Arbeiterpartei communiste;Kommunistische Arbeiterpartei;;;;;;;;;;;;x;;;;;;;;;;
RHI_fascist;NSDP;NSDP;NSDP;;;;;;;;;;;;x;;;;;;;;;;
RMG;Romagna;;;;;;;;;;;;;x
RMG_ADJ;Romagnan;;;;;;;;;;;;;x
RPL;Assiniboia;;;;;;;;;;;;x
RPL_ADJ;Assiniboian;;;;;;;;;;;;x
RPL_hms_government;Rupert's Land;;;;;;;;;;;;x
RPL_hms_government_ADJ;Northwestern;;;;;;;;;;;;x
RUT_proletarian_dictatorship;West Ukrainian People's Republic;;;;;;;;;;;;;x
RUT_proletarian_dictatorship_ADJ;West Ukrainian;;;;;;;;;;;;;x
RUT_democracy;West Ukraine;;;;;;;;;;;;;x
RUT_democracy_ADJ;West Ukrainian;;;;;;;;;;;;;x
RUT_presidential_dictatorship;West Ukraine;;;;;;;;;;;;;x
RUT_presidential_dictatorship_ADJ;West Ukrainian;;;;;;;;;;;;;x
RYU;Ryukyu;;;;;;;;;;;;;x
RYU_ADJ;Ryukyuan;;;;;;;;;;;;;x
RYU_conservative;National Party;;;;;;;;;;;;;x
RYU_liberal;Liberal Party;;;;;;;;;;;;;x
RYU_reactionary;Monarchist Party;;;;;;;;;;;;;x
RYU_anarcho_liberal;Libertarian Party;;;;;;;;;;;;;x
RYU_socialist;Social-Democratic Pary;;;;;;;;;;;;;x
RYU_communist;United Workers Party;;;;;;;;;;;;;x
RYU_fascist;Three Mountains;;;;;;;;;;;;;x
SAA;Saarland;Sarre;Saarland;;Saarland;;;;;;;;;x
SAA_ADJ;Saarlander;Sarrois;Saarlander;;Saarlander;;;;;;;;;x
SAA_liberal;Liberaldem. Partei;Liberaldem. Partei;Liberaldem. Partei;;;;;;;;;;;;x;;;;;;;;;;
SAA_conservative;Zentrumspartei;Zentrumspartei;Zentrumspartei;;;;;;;;;;;;x;;;;;;;;;;
SAA_liberal_2;Nationalliberale ;Nationalliberale ;Nationalliberale ;;;;;;;;;;;;x;;;;;;;;;;
SAA_socialist;Deutscher Arbeiterverein;Deutscher Arbeiterverein;Deutscher Arbeiterverein;;;;;;;;;;;;x;;;;;;;;;;
SAA_reactionary;Nationale Partei;Nationale Partei;Nationale Partei;;;;;;;;;;;;x;;;;;;;;;;
SAA_conservative_2;Konservative Partei;Konservative Partei;Konservative Partei;;;;;;;;;;;;x;;;;;;;;;;
SAA_anarcho_liberal;Radical Arbeiterpartei;Arbeiterpartei radical;Radikale Arbeiterpartei;;;;;;;;;;;;x;;;;;;;;;;
SAA_communist;Communist Arbeiterpartei;Arbeiterpartei communiste;Kommunistische Arbeiterpartei;;;;;;;;;;;;x;;;;;;;;;;
SAA_fascist;NSDP;NSDP;NSDP;;;;;;;;;;;;x;;;;;;;;;;
SAR_reactionary;Restaurazionisti;Restaurazionisti;Restaurazionisti;;Restaurazionis ti;;;;;;;;;x
SAR_conservative;Moderati;Moderati ;Moderati;;Moderati ;;;;;;;;;x
SAR_liberal;Riformisti;Riformisti ;Riformisti;;Riformisti ;;;;;;;;;x
SAR_liberal_2;Liberali;Liberali;Liberali;;Liberali ;;;;;;;;;x
SAR_socialist;Socialisti;Socialisti;Socialisti;;Socialisti;;;;;;;;; x
SAR_conservative_2;Popolari;Popolari;Popolari;;Pop olari;;;;;;;;;x
SAR_anarcho_liberal;Radicali;Radicali;Radicali;;Radicali;;;;;;;;;x
SAR_communist;Comunisti;Comunisti;Comunisti;;Comunisti;;;;;;;;;x
SAR_fascist;Fascisti;Fascisti;Fascisti;;Fascisti;;;;;;;;;x
SAS;South Australia;South Australia;South Australia;;;;;;;;;;;x
SAS_ADJ;South Australian;South Australian;South Australian;;;;;;;;;;;x
SAS_conservative;Conservative Faction;Conservative Faction;Conservative Faction;;;;;;;;;;;x
SAS_conservative_1;Conservative Party;Conservative Party;Conservative Party;;;;;;;;;;;x
SAS_conservative_2;Nationalist Party;Nationalist Party;Nationalist Party;;;;;;;;;;;x
SAS_conservative_3;Liberal and Country League;Liberal and Country League;Liberal and Country League;;;;;;;;;;;x
SAS_liberal;Liberal Faction;Liberal Faction;Liberal Faction;;;;;;;;;;;x
SAS_liberal_1;Liberal Party;Liberal Party;Liberal Party;;;;;;;;;;;x
SAS_liberal_2;Liberal and Democratic Union;Liberal and Democratic Union;Liberal and Democratic Union;;;;;;;;;;;x
SAS_liberal_3;Liberal Union;Liberal Union;Liberal Union;;;;;;;;;;;x
SAS_liberal_4;Liberal Federation;Liberal Federation;Liberal Federation;;;;;;;;;;;x
SAS_socialist;Labour Faction;Labour Faction;Labour Faction;;;;;;;;;;;x
SAS_socialist_1;Labor Party;Labor Party;Labor Party;;;;;;;;;;;x
SAS_communist;Communist Party;Communist Party;Communist Party;;;;;;;;;;;x
SAS_reactionary;Radical Nationalists;Radical Nationalists;Radical Nationalists;;;;;;;;;;;x
SAS_reactionary_2;Country Party;Country Party;Country Party;;;;;;;;;;;x
SAS_anarcho_liberal;Radical Liberals;Radical Liberals;Radical Liberals;;;;;;;;;;;x
SAS_fascist;Fascist Party;Fascist Party;Fascist Party;;;;;;;;;;;x
SAV;Saint Vincent;;;;;;;;;;;;x
SAV_ADJ;Vincentian;;;;;;;;;;;;x
SHA;Shan;;;;;;;;;;;;;x
SHA_ADJ;Shan;;;;;;;;;;;;;x
SHA_conservative;National Party;;;;;;;;;;;;;x
SHA_liberal;Democratic Party;;;;;;;;;;;;;x
SHA_socialist;Progressive Party;;;;;;;;;;;;;x
SHA_communist;Communist Party;;;;;;;;;;;;;x
SHA_reactionary;Unity Party;;;;;;;;;;;;;x
SHA_anarcho_liberal;Radical Party;;;;;;;;;;;;;x
SHA_fascist;Fascist Party;;;;;;;;;;;;;x
SAK;Siak;;;;;;;;;;;;;x
SAK_ADJ;Siak;;;;;;;;;;;;;x
SAT;Kyushu;;;;;;;;;;;;;x
SAT_ADJ;Kyushuan;;;;;;;;;;;;;x
SAT_absolute_monarchy;Satsuma;;;;;;;;;;;;;x
SAT_prussian_constitutionalism;Satsuma;;;;;;;;;;;;;x
SAT_hms_government;Satsuma;;;;;;;;;;;;;x
SAT_absolute_monarchy_ADJ;Shimazu;;;;;;;;;;;;;x
SAT_prussian_constitutionalism_ADJ;Shimazu;;;;;;;;;;;;;x
SAT_hms_government_ADJ;Shimazu;;;;;;;;;;;;;x
SEN;Tohoku;;;;;;;;;;;;;x
SEN_ADJ;Tohokuan;;;;;;;;;;;;;x
SEN_absolute_monarchy;Sendai;;;;;;;;;;;;;x
SEN_prussian_constitutionalism;Sendai;;;;;;;;;;;;;x
SEN_hms_government;Sendai;;;;;;;;;;;;;x
SEN_absolute_monarchy_ADJ;Date;;;;;;;;;;;;;x
SEN_prussian_constitutionalism_ADJ;Date;;;;;;;;;;;;;x
SEN_hms_government_ADJ;Date;;;;;;;;;;;;;x
SIB;Siberian Republic;;;;;;;;;;;;;x
SIB_absolute_monarchy;Siberia;;;;;;;;;;;;;x
SIB_prussian_constitutionalism;Siberia;;;;;;;;;;;;;x
SIB_hms_government;Siberia;;;;;;;;;;;;;x
SIB_ADJ;Siberian;;;;;;;;;;;;;x
SIB_conservative;Slavophile;Slavophile;Slawophile;;;;;;;;;;;;x;;;;;;;;;;
SIB_liberal;Westerniser;Westerniser;Westler;;;;;;;;;;;;x;;;;;;;;;;
SIB_communist;Social Democratic;Social-dÈmocrate;Social Democratic;;;;;;;;;;;;x;;;;;;;;;;
SIB_socialist;Menshevik;Menshevik;Menschewiki;;;;;;;;;;;;x;;;;;;;;;;
SIB_reactionary;Panslavic;Panslavic;Panslawisten;;;;;;;;;;;;x;;;;;;;;;;
SIB_conservative_2;Octobrists;Octobristes;Octobristen;;;;;;;;;;;;x;;;;;;;;;;
SIB_anarcho_liberal;Radicals;Radicaux;Radikale;;;;;;;;;;;;x;;;;;;;;;;
SIB_fascist;Fascists;Fascistes;Faschisten;;;;;;;;;;;;x;;;;;;;;;;
SLE;Sierra Leone;;;;;;;;;;;;x
SLE_ADJ;Sierra Leonean;;;;;;;;;;;;x
SLS;Silesia;;;;;;;;;;;;;x
SLS_ADJ;Silesian;;;;;;;;;;;;;x
SLS_liberal;Liberaldem. Partei;Liberaldem. Partei;Liberaldem. Partei;;Liberaldem. Partei;;;;;;;;;x;;;;;;;;;;
SLS_conservative;Zentrumspartei;Zentrumspartei;Zentrumspartei;;Zentrumspartei;;;;;;;;;x;;;;;;;;;;
SLS_liberal_2;Nationalliberale ;Nationalliberale ;Nationalliberale ;;Nationalliberale ;;;;;;;;;x;;;;;;;;;;
SLS_socialist;Deutscher Arbeiterverein;Deutscher Arbeiterverein;Deutscher Arbeiterverein;;Deutscher Arbeiterverein;;;;;;;;;x;;;;;;;;;;
SLS_reactionary;Nationale Partei;Nationale Partei;Nationale Partei;;Nationale Partei;;;;;;;;;x;;;;;;;;;;
SLS_conservative_2;Konservative Partei;Konservative Partei;Konservative Partei;;Konservative Partei;;;;;;;;;x;;;;;;;;;;
SLS_anarcho_liberal;Radical Arbeiterpartei;Arbeiterpartei radical;Radikale Arbeiterpartei;;Radical Arbeiterpartei;;;;;;;;;x;;;;;;;;;;
SLS_communist;Communist Arbeiterpartei;Arbeiterpartei communiste;Kommunistische Arbeiterpartei;;Communist Arbeiterpartei;;;;;;;;;x;;;;;;;;;;
SLW;Sulawesi;;;;;;;;;;;;;x
SLW_ADJ;Sulawesian;;;;;;;;;;;;;x
SMI;Sapmi;Sapmi;Sapmi;;;;;;;;;;;;x
SMI_ADJ;Sami;Sami;Sami;;;;;;;;;;;;x
SMI_liberal;Liberal Party;Liberal Party;Liberal Party;;;;;;;;;;;;x
SMI_conservative;Conservative Party;Conservative Party;Conservative Party;;;;;;;;;;;;x
SMI_reactionary;Nationalist Party;Nationalist Party;Nationalist Party;;;;;;;;;;;;x
SMI_socialist;Labour Party;Labour Party;Labour Party;;;;;;;;;;;;x
SMI_anarcho_liberal;Radical Party;Radical Party;Radical Party;;;;;;;;;;;;x
SMI_communist;Communist Party;Communist Party;Communist Party;;;;;;;;;;;;x
SMI_fascist;Fascist Party;Fascist Party;Fascist Party;;;;;;;;;;;;x
SNG;Senegal;;;;;;;;;;;;x
SNG_ADJ;Senegalese;;;;;;;;;;;;x
SNZ;New Munster;New Munster;New Munster;;;;;;;;;;;x
SNZ_ADJ;Munsterian;Munsterian;Munsterian;;;;;;;;;;;x
SNZ_fascist_dictatorship;Zealandia;Zealandia;Zealandia;;;;;;;;;;;x
SNZ_fascist_dictatorship_ADJ;Zealandian;Zealandian;Zealandian;;;;;;;;;;;x
SNZ_presidential_dictatorship;South Island Republic;South Island Republic;South Island Republic;;;;;;;;;;;x
SNZ_presidential_dictatorship_ADJ;South Islander;South Islander;South Islander;;;;;;;;;;;x
SNZ_bourgeois_dictatorship;South Island Republic;South Island Republic;South Island Republic;;;;;;;;;;;x
SNZ_bourgeois_dictatorship_ADJ;South Islander;South Islander;South Islander;;;;;;;;;;;x
SNZ_democracy;South Island Republic;South Island Republic;South Island Republic;;;;;;;;;;;x
SNZ_democracy_ADJ;South Islander;South Islander;South Islander;;;;;;;;;;;x
SNZ_proletarian_dictatorship;Zealandia;Zealandia;Zealandia;;;;;;;;;;;x
SNZ_proletarian_dictatorship_ADJ;Zealandian;Zealandian;Zealandian;;;;;;;;;;;x
SNZ_conservative;Conservative Party;Conservative Party;Conservative Party;;;;;;;;;;;x
SNZ_liberal;Liberal Party;Liberal Party;Liberal Party;;;;;;;;;;;x
SNZ_socialist;Labour Party;Labour Party;Labour Party;;;;;;;;;;;x
SNZ_communist;Communist Party;Communist Party;Communist Party;;;;;;;;;;;x
SNZ_reactionary;Nationalist Party;Nationalist Party;Nationalist Party;;;;;;;;;;;x
SNZ_anarcho_liberal;Radical Party;Radical Party;Radical Party;;;;;;;;;;;x
SNZ_fascist;Fascist Party;Fascist Party;Fascist Party;;;;;;;;;;;x
SON;Sonora;;;;;;;;;;;;;x
SON_ADJ;Sonoran;;;;;;;;;;;;;x
SON_conservative;Partido Conservador;Partido Conservador;Partido Conservador;;;;;;;;;;;;x;;;;;;;;;;
SON_liberal;Partido Liberal;Partido Liberal;Partido Liberal;;;;;;;;;;;;x;;;;;;;;;;
SON_anarcho_liberal;Partido Federalista;Partido Federalista;Partido Federalista;;;;;;;;;;;;x;;;;;;;;;;
SON_conservative_2;Partido Moderado Liberal;Partido Moderado Liberal;Partido Moderado Liberal;;;;;;;;;;;;x;;;;;;;;;;
SON_liberal_2;Partido Radical Liberal;Partido Radical Liberal;Partido Radical Liberal;;;;;;;;;;;;x;;;;;;;;;;
SON_liberal_3;Partido Progresista;Partido Progresista;Partido Progresista;;;;;;;;;;;;x;;;;;;;;;;
SON_conservative_3;Partido Constitucionalista;Partido Constitucionalista;Partido Constitucionalista;;;;;;;;;;;;x;;;;;;;;;;
SON_liberal_4;Partido Antireelecionista;Partido Antireelecionista;Partido Antireelecionista;;;;;;;;;;;;x;;;;;;;;;;
SON_reactionary;Partido Imperialista;Partido Imperialista;Partido Imperialista;;;;;;;;;;;;x;;;;;;;;;;
SON_socialist;Partido Socialist;Partido socialiste;Partido Socialist;;;;;;;;;;;;x;;;;;;;;;;
SON_communist;Partido Communist;Partido communiste;Partido Communist;;;;;;;;;;;;x;;;;;;;;;;
SON_fascist;Partido Fascist;Partido fasciste;Partido Fascist;;;;;;;;;;;;x;;;;;;;;;;
SPA_reactionary;ComuniÛn ApostÛlicos;ComuniÛn ApostÛlicos;ComuniÛn ApostÛlicos;;;;;;;;;;;;x;;;;;;;;;;
SPC;Spain;;;;;;;;;;;;;x
SPC_absolute_monarchy;Carlist Spain;;;;;;;;;;;;;x
SPC_prussian_constitutionalism;Carlist Spain;;;;;;;;;;;;;x
SPC_hms_government;Carlist Spain;;;;;;;;;;;;;x
SPC_ADJ;Spanish;;;;;;;;;;;;;x
SPU;South Peru;;;;;;;;;;;;;x
SPU_ADJ;South Peruvian;;;;;;;;;;;;;x
SRD;Sardinia;;;;;;;;;;;;;
SRD_ADJ;Sardinian;;;;;;;;;;;;;
SRI;Sri Lanka;;;;;;;;;;;;;x
SRI_ADJ;Sri Lankan;;;;;;;;;;;;;x
SRI_absolute_monarchy;Ceylon;;;;;;;;;;;;x
SRI_prussian_constitutionalism;Ceylon;;;;;;;;;;;;x
SRI_hms_government;Ceylon;;;;;;;;;;;;x
SRI_absolute_monarchy_ADJ;Ceylonian;;;;;;;;;;;;x
SRI_prussian_constitutionalism_ADJ;Ceylonian;;;;;;;;;;;;x
SRI_hms_government_ADJ;Ceylonian;;;;;;;;;;;;x
SRI_conservative;Royal Faction;;;;;;;;;;;;x
SRI_liberal;The Liberal Faction;;;;;;;;;;;;x
SRI_reactionary;The Nationalist Faction;;;;;;;;;;;;x
SRI_anarcho_liberal;The Radical Faction;;;;;;;;;;;;x
SRI_socialist;The Socialist Faction;;;;;;;;;;;;x
SRI_communist;The Communist Faction;;;;;;;;;;;;x
SRI_fascist;The Fascist Faction;;;;;;;;;;;;x
SUD;Sudan;;;;;;;;;;;;x
SUD_ADJ;Sudanese;;;;;;;;;;;;x
SUD_reactionary;Mahdists;;;;;;;;;;;;;x
SUD_conservative;Al Muhafidh;;;;;;;;;;;;;x
SUD_liberal;Al Mutaharir;;;;;;;;;;;;;x
SUD_anarcho_liberal;Al Anarkiliberali;;;;;;;;;;;;;x
SUD_socialist;Al Ishtiraki;;;;;;;;;;;;;x
SUD_communist;Al Shiu'i;;;;;;;;;;;;;x
SUD_fascist;Al Fashi;;;;;;;;;;;;;x
SUL;Sulu;;;;;;;;;;;;;x
SUL_ADJ;Sulu;;;;;;;;;;;;;x
SUL_conservative;Conservatist Faction;;;;;;;;;;;;;x
SUL_liberal;Reformist Faction;;;;;;;;;;;;;x
SUL_socialist;Progressive Faction;;;;;;;;;;;;;x
SUL_communist;Communist Faction;;;;;;;;;;;;;x
SUL_reactionary;Nationalist Faction;;;;;;;;;;;;;x
SUL_anarcho_liberal;Radical Faction;;;;;;;;;;;;;x
SUL_fascist;Fascist faction;;;;;;;;;;;;;x
SVY;Savoy;;;;;;;;;;;;;x
SVY_ADJ;Savoyard;;;;;;;;;;;;;x
SWH;Schleswig-Holstein;;;;;;;;;;;;x
SWH_ADJ;Schleswigian;;;;;;;;;;;;x
SWH_liberal;Liberaldem. Partei;Liberaldem. Partei;Liberaldem. Partei;;;;;;;;;;;;x;;;;;;;;;;
SWH_conservative;Zentrumspartei;;;;;;;;;;;;x
SWH_liberal_2;Nationalliberale;;;;;;;;;;;;x
SWH_liberal_3;Freisinnige Partei;;;;;;;;;;;;x
SWH_socialist;Deutscher Arbeiterverein;;;;;;;;;;;;x
SWH_socialist_2;Sozialdem. Arbeiterpartei;;;;;;;;;;;;x
SWH_socialist_3;Sozial. Arbeiterpartei;;;;;;;;;;;;x
SWH_reactionary;Nationale Partei;;;;;;;;;;;;x
SWH_conservative_2;Konservative Partei;;;;;;;;;;;;x
SWH_conservative_3;Christsoz. Arbeiterpartei;;;;;;;;;;;;x
SWH_anarcho_liberal;Radical Arbeiterpartei;;;;;;;;;;;;x
SWH_communist;Communist Arbeiterpartei;;;;;;;;;;;;x
SWH_fascist;NSDP;;;;;;;;;;;;x
SWK;Sarawak;;;;;;;;;;;;;x
SWK_ADJ;Sarawakian;;;;;;;;;;;;;x
SWK_fascist_dictatorship;Borneo Republic;;;;;;;;;;;;;x
SWK_fascist_dictatorship_ADJ;Bornean;;;;;;;;;;;;;x
